ID,HeartPy_Metrics
0930,"{'bpm': np.float64(63.18184343172086), 'ibi': np.float64(949.6399082568807), 'sdnn': np.float64(33.30573088949297), 'sdsd': np.float64(29.457387174802697), 'rmssd': np.float64(41.30348680169777), 'pnn20': 0.5213675213675214, 'pnn50': 0.1391941391941392, 'hr_mad': np.float64(18.0), 'sd1': np.float64(29.203251619256328), 'sd2': np.float64(35.01694328087143), 's': np.float64(3212.619682751751), 'sd1/sd2': np.float64(0.8339748956674089), 'breathingrate': np.float64(0.25360174864443824)}"
0931,"{'bpm': np.float64(78.78235346437783), 'ibi': np.float64(761.5918712955123), 'sdnn': np.float64(35.054177035815385), 'sdsd': np.float64(19.72887726415249), 'rmssd': np.float64(31.920186482612312), 'pnn20': 0.40932203389830507, 'pnn50': 0.08813559322033898, 'hr_mad': np.float64(20.0), 'sd1': np.float64(22.570884066127597), 'sd2': np.float64(44.0416199144435), 's': np.float64(3122.9262436398094), 'sd1/sd2': np.float64(0.5124898700359896), 'breathingrate': np.float64(0.11118028995819622)}"
0932,"{'bpm': np.float64(71.93356899886614), 'ibi': np.float64(834.1029207232267), 'sdnn': np.float64(57.86892752687356), 'sdsd': np.float64(24.75193128524253), 'rmssd': np.float64(37.94145908565914), 'pnn20': 0.46332404828226553, 'pnn50': 0.1309192200557103, 'hr_mad': np.float64(40.0), 'sd1': np.float64(26.828642923603244), 'sd2': np.float64(77.27211874839064), 's': np.float64(6512.85483685492), 'sd1/sd2': np.float64(0.34719693672385565), 'breathingrate': np.float64(0.12783743524755997)}"
0933,"{'bpm': np.float64(61.11356721192105), 'ibi': np.float64(981.7787234042553), 'sdnn': np.float64(52.876045077626166), 'sdsd': np.float64(34.06208016592849), 'rmssd': np.float64(60.75509514170601), 'pnn20': 0.7348678601875532, 'pnn50': 0.42114236999147486, 'hr_mad': np.float64(30.0), 'sd1': np.float64(42.96015325045609), 'sd2': np.float64(61.07965127952726), 's': np.float64(8243.51141245367), 'sd1/sd2': np.float64(0.7033464067083748), 'breathingrate': np.float64(0.31207198460444874)}"
0934,"{'bpm': np.float64(76.9915782510241), 'ibi': np.float64(779.3060145406478), 'sdnn': np.float64(27.612550611406196), 'sdsd': np.float64(13.96623985040794), 'rmssd': np.float64(24.19340776913797), 'pnn20': 0.32230311052283256, 'pnn50': 0.010589013898080741, 'hr_mad': np.float64(20.0), 'sd1': np.float64(17.10724524464522), 'sd2': np.float64(35.0636378815434), 's': np.float64(1884.460013480854), 'sd1/sd2': np.float64(0.4878913392397894), 'breathingrate': np.float64(0.35620690532529325)}"
0935,"{'bpm': np.float64(77.65766639197247), 'ibi': np.float64(772.6217228464419), 'sdnn': np.float64(124.71713003582397), 'sdsd': np.float64(172.27778020237395), 'rmssd': np.float64(217.6284594014841), 'pnn20': 0.49853658536585366, 'pnn50': 0.40780487804878046, 'hr_mad': np.float64(40.0), 'sd1': np.float64(153.88640108155957), 'sd2': np.float64(88.72475173531764), 's': np.float64(42893.8381245231), 'sd1/sd2': np.float64(1.7344247019211865), 'breathingrate': np.float64(0.09695089437200058)}"
0936,"{'bpm': np.float64(87.83340321705923), 'ibi': np.float64(683.1114109483424), 'sdnn': np.float64(64.61010159649896), 'sdsd': np.float64(29.282413889288463), 'rmssd': np.float64(36.85146494713609), 'pnn20': 0.276953125, 'pnn50': 0.07109375, 'hr_mad': np.float64(40.0), 'sd1': np.float64(26.052111145110434), 'sd2': np.float64(86.71633664997724), 's': np.float64(7097.309064405247), 'sd1/sd2': np.float64(0.30042910196111555), 'breathingrate': np.float64(0.13544094492632575)}"
0937,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0938,"{'bpm': np.float64(71.48130747030002), 'ibi': np.float64(839.3802816901408), 'sdnn': np.float64(59.24631472396705), 'sdsd': np.float64(35.68230752873634), 'rmssd': np.float64(49.20335656263405), 'pnn20': 0.5035360678925035, 'pnn50': 0.15841584158415842, 'hr_mad': np.float64(30.0), 'sd1': np.float64(34.7902660453851), 'sd2': np.float64(75.04005609689898), 's': np.float64(8201.641321829235), 'sd1/sd2': np.float64(0.4636226017803151), 'breathingrate': np.float64(0.0)}"
0939,"{'bpm': np.float64(84.08036664325306), 'ibi': np.float64(713.6029776674937), 'sdnn': np.float64(33.234036501762674), 'sdsd': np.float64(29.296613026425227), 'rmssd': np.float64(47.378974086332974), 'pnn20': 0.6309987029831388, 'pnn50': 0.28728923476005186, 'hr_mad': np.float64(21.0), 'sd1': np.float64(33.49941200670682), 'sd2': np.float64(32.13694792518413), 's': np.float64(3382.1408190954494), 'sd1/sd2': np.float64(1.0423955655245964), 'breathingrate': np.float64(0.2781834619931845)}"
0940,"{'bpm': np.float64(85.7618661464161), 'ibi': np.float64(699.611642050391), 'sdnn': np.float64(32.13670035937561), 'sdsd': np.float64(20.67715117010643), 'rmssd': np.float64(33.03129634287226), 'pnn20': 0.5081967213114754, 'pnn50': 0.12054001928640308, 'hr_mad': np.float64(20.0), 'sd1': np.float64(23.354847260619493), 'sd2': np.float64(39.0396544862276), 's': np.float64(2864.3947524355403), 'sd1/sd2': np.float64(0.5982339641058712), 'breathingrate': np.float64(0.13660353927351754)}"
0941,"{'bpm': np.float64(85.02394947390768), 'ibi': np.float64(705.683520599251), 'sdnn': np.float64(35.92784370301747), 'sdsd': np.float64(15.851099210753945), 'rmssd': np.float64(25.401175110016013), 'pnn20': 0.3229166666666667, 'pnn50': 0.02556818181818182, 'hr_mad': np.float64(20.0), 'sd1': np.float64(17.961163433176544), 'sd2': np.float64(47.16930064728243), 's': np.float64(2661.6060472130653), 'sd1/sd2': np.float64(0.3807807872218547), 'breathingrate': np.float64(0.11941565937346582)}"
0942,"{'bpm': np.float64(56.55070563930673), 'ibi': np.float64(1060.994718309859), 'sdnn': np.float64(43.85049793658959), 'sdsd': np.float64(21.235117929052564), 'rmssd': np.float64(34.889378361715764), 'pnn20': 0.479295154185022, 'pnn50': 0.0986784140969163, 'hr_mad': np.float64(30.0), 'sd1': np.float64(24.67043736790911), 'sd2': np.float64(56.880963103601864), 's': np.float64(4408.528602418312), 'sd1/sd2': np.float64(0.4337204579847718), 'breathingrate': np.float64(0.2654962706070738)}"
0943,"{'bpm': np.float64(58.943623537021686), 'ibi': np.float64(1017.9218106995885), 'sdnn': np.float64(60.63961255411463), 'sdsd': np.float64(33.38164828753556), 'rmssd': np.float64(54.04445665904669), 'pnn20': 0.6570545829042225, 'pnn50': 0.28321318228630277, 'hr_mad': np.float64(40.0), 'sd1': np.float64(38.21519554450675), 'sd2': np.float64(76.79346058769308), 's': np.float64(9219.560058538658), 'sd1/sd2': np.float64(0.49763606499888763), 'breathingrate': np.float64(0.11117624466859372)}"
0944,"{'bpm': np.float64(58.689442248319246), 'ibi': np.float64(1022.330383480826), 'sdnn': np.float64(83.71991155106669), 'sdsd': np.float64(49.54167437622592), 'rmssd': np.float64(72.43963003770796), 'pnn20': 0.7166666666666667, 'pnn50': 0.35, 'hr_mad': np.float64(50.0), 'sd1': np.float64(51.22156528260337), 'sd2': np.float64(107.45456339515992), 's': np.float64(17291.297483235714), 'sd1/sd2': np.float64(0.47668115400774635), 'breathingrate': np.float64(0.0)}"
0945,"{'bpm': np.float64(58.242694601774346), 'ibi': np.float64(1030.172117039587), 'sdnn': np.float64(70.7396719293691), 'sdsd': np.float64(30.49813855828822), 'rmssd': np.float64(47.39121447805883), 'pnn20': 0.5667244367417678, 'pnn50': 0.21490467937608318, 'hr_mad': np.float64(40.0), 'sd1': np.float64(33.50650560739744), 'sd2': np.float64(93.14200233913532), 's': np.float64(9804.480347991741), 'sd1/sd2': np.float64(0.3597357235825611), 'breathingrate': np.float64(0.15036840258633652)}"
0946,"{'bpm': np.float64(57.129944550347936), 'ibi': np.float64(1050.237322515213), 'sdnn': np.float64(53.706459949391366), 'sdsd': np.float64(37.58158191981527), 'rmssd': np.float64(63.19671159144199), 'pnn20': 0.7576112412177985, 'pnn50': 0.4414519906323185, 'hr_mad': np.float64(34.0), 'sd1': np.float64(44.68329699834616), 'sd2': np.float64(60.779099955360536), 's': np.float64(8531.970549697115), 'sd1/sd2': np.float64(0.7351753650706245), 'breathingrate': np.float64(0.25109855618330196)}"
0947,"{'bpm': np.float64(80.9438420673359), 'ibi': np.float64(741.2546583850932), 'sdnn': np.float64(38.69345676353911), 'sdsd': np.float64(14.551299541960262), 'rmssd': np.float64(23.148006657911317), 'pnn20': 0.2534332084893883, 'pnn50': 0.026217228464419477, 'hr_mad': np.float64(20.0), 'sd1': np.float64(16.368102956578102), 'sd2': np.float64(52.33321478520808), 's': np.float64(2691.0739654451286), 'sd1/sd2': np.float64(0.31276700702905275), 'breathingrate': np.float64(0.1005513566053862)}"
0948,"{'bpm': np.float64(67.50324534833406), 'ibi': np.float64(888.8461538461538), 'sdnn': np.float64(38.216736528693374), 'sdsd': np.float64(31.45425749838957), 'rmssd': np.float64(38.688697143018445), 'pnn20': 0.3227176220806794, 'pnn50': 0.054140127388535034, 'hr_mad': np.float64(20.0), 'sd1': np.float64(27.354465387854905), 'sd2': np.float64(45.79190872929026), 's': np.float64(3935.2003715521682), 'sd1/sd2': np.float64(0.597364603200258), 'breathingrate': np.float64(0.1871191832247652)}"
0949,"{'bpm': np.float64(59.31401471717858), 'ibi': np.float64(1011.5653153153153), 'sdnn': np.float64(46.43755144664753), 'sdsd': np.float64(17.682992459908448), 'rmssd': np.float64(30.49756491286527), 'pnn20': 0.43855693348365277, 'pnn50': 0.05749718151071026, 'hr_mad': np.float64(30.0), 'sd1': np.float64(21.564981914419377), 'sd2': np.float64(62.047623106892324), 's': np.float64(4203.626491702037), 'sd1/sd2': np.float64(0.34755532661208277), 'breathingrate': np.float64(0.16698765404611088)}"
0950,"{'bpm': np.float64(80.3610403626902), 'ibi': np.float64(746.6304533789564), 'sdnn': np.float64(55.2289453424913), 'sdsd': np.float64(29.426687150922078), 'rmssd': np.float64(45.929633988655105), 'pnn20': 0.6364460562103355, 'pnn50': 0.23662737987307345, 'hr_mad': np.float64(33.0), 'sd1': np.float64(32.476582395834086), 'sd2': np.float64(71.17270489167059), 's': np.float64(7261.6224474225255), 'sd1/sd2': np.float64(0.45630670416791835), 'breathingrate': np.float64(0.13748696738121696)}"
0951,"{'bpm': np.float64(62.74178926298594), 'ibi': np.float64(956.3004291845493), 'sdnn': np.float64(64.96850904244128), 'sdsd': np.float64(45.568225299661904), 'rmssd': np.float64(74.52739783705255), 'pnn20': 0.7913998170173834, 'pnn50': 0.4931381518755718, 'hr_mad': np.float64(43.0), 'sd1': np.float64(52.69641238945198), 'sd2': np.float64(74.75464260957368), 's': np.float64(12375.68057407321), 'sd1/sd2': np.float64(0.7049249457946476), 'breathingrate': np.float64(0.15259775232487166)}"
0952,"{'bpm': np.float64(66.24565797157288), 'ibi': np.float64(905.7197382769901), 'sdnn': np.float64(76.61328468429537), 'sdsd': np.float64(48.84208482099779), 'rmssd': np.float64(86.26118375277437), 'pnn20': 0.8492990654205608, 'pnn50': 0.602803738317757, 'hr_mad': np.float64(55.0), 'sd1': np.float64(60.99012772706017), 'sd2': np.float64(89.84559640344098), 's': np.float64(17214.967672087358), 'sd1/sd2': np.float64(0.6788326881730657), 'breathingrate': np.float64(0.2889755815633579)}"
0953,"{'bpm': np.float64(67.08323110217191), 'ibi': np.float64(894.4113009198423), 'sdnn': np.float64(88.25185902463282), 'sdsd': np.float64(42.769212567440945), 'rmssd': np.float64(66.40961803098462), 'pnn20': 0.7473404255319149, 'pnn50': 0.3982712765957447, 'hr_mad': np.float64(58.0), 'sd1': np.float64(46.957795256418216), 'sd2': np.float64(115.91898188304643), 's': np.float64(17100.630718247972), 'sd1/sd2': np.float64(0.4050915086866025), 'breathingrate': np.float64(0.13222946219339293)}"
0954,"{'bpm': np.float64(78.88031580836174), 'ibi': np.float64(760.646041856233), 'sdnn': np.float64(26.73423119590501), 'sdsd': np.float64(14.483563246047877), 'rmssd': np.float64(22.77067044454948), 'pnn20': 0.2773455377574371, 'pnn50': 0.009153318077803204, 'hr_mad': np.float64(20.0), 'sd1': np.float64(16.10125613192207), 'sd2': np.float64(34.1056615097644), 's': np.float64(1725.1867295138907), 'sd1/sd2': np.float64(0.47209921811111344), 'breathingrate': np.float64(0.2512111968419164)}"
0955,"{'bpm': np.float64(77.90057938555918), 'ibi': np.float64(770.2125), 'sdnn': np.float64(39.256589813049224), 'sdsd': np.float64(18.877355363282454), 'rmssd': np.float64(30.779350562554622), 'pnn20': 0.40852130325814534, 'pnn50': 0.05764411027568922, 'hr_mad': np.float64(30.0), 'sd1': np.float64(21.764280288076073), 'sd2': np.float64(51.114383462313526), 's': np.float64(3494.920568642527), 'sd1/sd2': np.float64(0.42579561395126303), 'breathingrate': np.float64(0.11360501160394046)}"
0957,"{'bpm': np.float64(163.22467123541395), 'ibi': np.float64(367.59148936170214), 'sdnn': np.float64(215.11242763567546), 'sdsd': np.float64(130.8882917758015), 'rmssd': np.float64(449.0059390847), 'pnn20': 0.9797979797979798, 'pnn50': 0.9393939393939394, 'hr_mad': np.float64(47.0), 'sd1': np.float64(317.2173768845756), 'sd2': np.float64(102.25012295404805), 's': np.float64(101899.17812002965), 'sd1/sd2': np.float64(3.1023667035308637), 'breathingrate': np.float64(0.16666666666666666)}"
0958,"{'bpm': np.float64(61.37689988364677), 'ibi': np.float64(977.5664804469274), 'sdnn': np.float64(73.31704927524285), 'sdsd': np.float64(45.87058445068566), 'rmssd': np.float64(71.58120287234047), 'pnn20': 0.7674418604651163, 'pnn50': 0.4697674418604651, 'hr_mad': np.float64(45.0), 'sd1': np.float64(50.59161732451341), 'sd2': np.float64(89.45778270083075), 's': np.float64(14218.263728342765), 'sd1/sd2': np.float64(0.5655362316960667), 'breathingrate': np.float64(0.1828905857071007)}"
0959,"{'bpm': np.float64(61.41306125882754), 'ibi': np.float64(976.9908675799087), 'sdnn': np.float64(85.85834361167501), 'sdsd': np.float64(61.94195573643651), 'rmssd': np.float64(101.47090671803244), 'pnn20': 0.837125748502994, 'pnn50': 0.6227544910179641, 'hr_mad': np.float64(58.0), 'sd1': np.float64(71.75047838503573), 'sd2': np.float64(97.89326180452998), 's': np.float64(22066.196087579297), 'sd1/sd2': np.float64(0.7329460379847665), 'breathingrate': np.float64(0.31549796094836347)}"
0960,"{'bpm': np.float64(56.120636011631184), 'ibi': np.float64(1069.1254458977407), 'sdnn': np.float64(78.20785641825502), 'sdsd': np.float64(38.18334904432933), 'rmssd': np.float64(55.881974350083695), 'pnn20': 0.5961422543701025, 'pnn50': 0.25738396624472576, 'hr_mad': np.float64(50.0), 'sd1': np.float64(39.501401163904355), 'sd2': np.float64(99.92402325480579), 's': np.float64(12400.302660471976), 'sd1/sd2': np.float64(0.3953143586220099), 'breathingrate': np.float64(0.15014514030229223)}"
0961,"{'bpm': np.float64(70.463526419555), 'ibi': np.float64(851.5043604651163), 'sdnn': np.float64(50.99569616642145), 'sdsd': np.float64(30.39039822521907), 'rmssd': np.float64(52.320798391007436), 'pnn20': 0.7198142414860681, 'pnn50': 0.3606811145510836, 'hr_mad': np.float64(33.0), 'sd1': np.float64(36.99581292029423), 'sd2': np.float64(61.69274920537615), 's': np.float64(7170.287531763604), 'sd1/sd2': np.float64(0.5996784613558811), 'breathingrate': np.float64(0.3584657665192974)}"
0962,"{'bpm': np.float64(63.75885876961822), 'ibi': np.float64(941.0457018498367), 'sdnn': np.float64(48.37062302065386), 'sdsd': np.float64(29.63283644388143), 'rmssd': np.float64(48.45838601870618), 'pnn20': 0.6511891279728199, 'pnn50': 0.2842582106455266, 'hr_mad': np.float64(32.0), 'sd1': np.float64(34.265075152511976), 'sd2': np.float64(59.113953924728264), 's': np.float64(6363.434381750255), 'sd1/sd2': np.float64(0.5796444473354433), 'breathingrate': np.float64(0.13876361617983762)}"
0964,"{'bpm': np.float64(78.86700597477318), 'ibi': np.float64(760.7744107744107), 'sdnn': np.float64(31.688184370411904), 'sdsd': np.float64(17.35447590553399), 'rmssd': np.float64(28.52141627690809), 'pnn20': 0.4101694915254237, 'pnn50': 0.04067796610169491, 'hr_mad': np.float64(20.0), 'sd1': np.float64(20.167672614181217), 'sd2': np.float64(39.97820506484547), 's': np.float64(2532.9635881458917), 'sd1/sd2': np.float64(0.5044666858221584), 'breathingrate': np.float64(0.132772737331268)}"
0965,"{'bpm': np.float64(56.97267593314446), 'ibi': np.float64(1053.136420525657), 'sdnn': np.float64(83.98065909231931), 'sdsd': np.float64(45.271368279456), 'rmssd': np.float64(79.11727692080146), 'pnn20': 0.8286479250334672, 'pnn50': 0.5649263721552878, 'hr_mad': np.float64(56.000000000000114), 'sd1': np.float64(55.943999688181684), 'sd2': np.float64(103.67553941943929), 's': np.float64(18221.313872746858), 'sd1/sd2': np.float64(0.5396065455888249), 'breathingrate': np.float64(0.21392662316825328)}"
0966,"{'bpm': np.float64(64.7917253941063), 'ibi': np.float64(926.0441767068273), 'sdnn': np.float64(60.511657546467724), 'sdsd': np.float64(26.070332386675638), 'rmssd': np.float64(43.55785155584242), 'pnn20': 0.5969849246231156, 'pnn50': 0.192964824120603, 'hr_mad': np.float64(40.0), 'sd1': np.float64(30.800022693895798), 'sd2': np.float64(79.85997252527125), 's': np.float64(7727.340786054116), 'sd1/sd2': np.float64(0.38567534798674397), 'breathingrate': np.float64(0.23852375479758003)}"
0967,"{'bpm': np.float64(70.2551654952198), 'ibi': np.float64(854.0297297297298), 'sdnn': np.float64(40.45052610398431), 'sdsd': np.float64(24.03355685007763), 'rmssd': np.float64(40.38712826966198), 'pnn20': 0.564935064935065, 'pnn50': 0.18181818181818182, 'hr_mad': np.float64(29.5), 'sd1': np.float64(28.554209225994015), 'sd2': np.float64(45.944368862227535), 's': np.float64(4121.471491120453), 'sd1/sd2': np.float64(0.6214952981859203), 'breathingrate': np.float64(0.31646571094021964)}"
0968,"{'bpm': np.float64(78.62061706253618), 'ibi': np.float64(763.1585993820803), 'sdnn': np.float64(61.97618870768305), 'sdsd': np.float64(35.88545254631812), 'rmssd': np.float64(59.28929036447541), 'pnn20': 0.7463942307692307, 'pnn50': 0.38100961538461536, 'hr_mad': np.float64(38.0), 'sd1': np.float64(41.921866152447535), 'sd2': np.float64(75.81105674391446), 's': np.float64(9984.424335029742), 'sd1/sd2': np.float64(0.5529782587526417), 'breathingrate': np.float64(0.2833931607783865)}"
0969,"{'bpm': np.float64(80.7), 'ibi': np.float64(743.4944237918215), 'sdnn': np.float64(36.391539468209494), 'sdsd': np.float64(10.48354436951741), 'rmssd': np.float64(16.588106861730736), 'pnn20': 0.1206611570247934, 'pnn50': 0.001652892561983471, 'hr_mad': np.float64(20.0), 'sd1': np.float64(11.729562485038858), 'sd2': np.float64(50.10942358491903), 's': np.float64(1846.507571835883), 'sd1/sd2': np.float64(0.23407897448992004), 'breathingrate': np.float64(0.11666666666666667)}"
0970,"{'bpm': np.float64(110.22072262055391), 'ibi': np.float64(544.3622448979592), 'sdnn': np.float64(163.99516668792788), 'sdsd': np.float64(132.89794224885597), 'rmssd': np.float64(234.21131917348808), 'pnn20': 0.9565217391304348, 'pnn50': 0.8985507246376812, 'hr_mad': np.float64(120.5), 'sd1': np.float64(165.04806031523248), 'sd2': np.float64(166.21713983864439), 's': np.float64(86185.8764439187), 'sd1/sd2': np.float64(0.9929665525195127), 'breathingrate': np.float64(0.16666666666666666)}"
0971,"{'bpm': np.float64(57.091676662074896), 'ibi': np.float64(1050.9412844036697), 'sdnn': np.float64(73.58654794673602), 'sdsd': np.float64(22.125994579501963), 'rmssd': np.float64(31.729392575872467), 'pnn20': 0.3364427860696517, 'pnn50': 0.07835820895522388, 'hr_mad': np.float64(50.0), 'sd1': np.float64(22.435112621774632), 'sd2': np.float64(101.128756083713), 's': np.float64(7127.755468857987), 'sd1/sd2': np.float64(0.22184701454453917), 'breathingrate': np.float64(0.12221523849430825)}"
0972,"{'bpm': np.float64(81.66987311366391), 'ibi': np.float64(734.6650326797386), 'sdnn': np.float64(37.676194606563065), 'sdsd': np.float64(12.42087280037052), 'rmssd': np.float64(20.140552729957363), 'pnn20': 0.214227309893704, 'pnn50': 0.006541291905151268, 'hr_mad': np.float64(20.0), 'sd1': np.float64(14.2415108495362), 'sd2': np.float64(51.35650704161427), 's': np.float64(2297.7428096755), 'sd1/sd2': np.float64(0.2773068432788133), 'breathingrate': np.float64(0.11120625423973844)}"
0973,"{'bpm': np.float64(72.97038517747056), 'ibi': np.float64(822.2513812154696), 'sdnn': np.float64(32.89507529639091), 'sdsd': np.float64(18.591000751630027), 'rmssd': np.float64(26.04133753293409), 'pnn20': 0.25770308123249297, 'pnn50': 0.018207282913165267, 'hr_mad': np.float64(20.0), 'sd1': np.float64(18.413622863405326), 'sd2': np.float64(42.43064637433461), 's': np.float64(2454.532372696693), 'sd1/sd2': np.float64(0.43396988820192317), 'breathingrate': np.float64(0.2351715912717744)}"
0974,"{'bpm': np.float64(59.63144232546552), 'ibi': np.float64(1006.1805929919137), 'sdnn': np.float64(71.32415090328266), 'sdsd': np.float64(42.971054697281524), 'rmssd': np.float64(70.95655766547696), 'pnn20': 0.7650695517774343, 'pnn50': 0.4775888717156105, 'hr_mad': np.float64(43.999999999999886), 'sd1': np.float64(50.124933319893664), 'sd2': np.float64(86.02131878888365), 's': np.float64(13545.959630963167), 'sd1/sd2': np.float64(0.5827036137740683), 'breathingrate': np.float64(0.16074586079408454)}"
0975,"{'bpm': np.float64(49.21819753280427), 'ibi': np.float64(1219.0613026819924), 'sdnn': np.float64(80.41631425465246), 'sdsd': np.float64(55.22498768734679), 'rmssd': np.float64(72.4150814088061), 'pnn20': 0.5888030888030888, 'pnn50': 0.2808880308880309, 'hr_mad': np.float64(50.0), 'sd1': np.float64(51.19998682286101), 'sd2': np.float64(99.64705919200077), 's': np.float64(16028.1798932926), 'sd1/sd2': np.float64(0.5138133251299314), 'breathingrate': np.float64(0.15714622456195493)}"
0976,"{'bpm': np.float64(59.41685234433024), 'ibi': np.float64(1009.8145161290323), 'sdnn': np.float64(96.12096435888478), 'sdsd': np.float64(61.69446088578348), 'rmssd': np.float64(105.61595136866632), 'pnn20': 0.8350848827809216, 'pnn50': 0.6273241713823767, 'hr_mad': np.float64(70.0), 'sd1': np.float64(74.6815585217524), 'sd2': np.float64(113.6098428598799), 's': np.float64(26655.031767653825), 'sd1/sd2': np.float64(0.6573511294603276), 'breathingrate': np.float64(0.22361180989801704)}"
0977,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0978,"{'bpm': np.float64(79.69218551026277), 'ibi': np.float64(752.8969072164948), 'sdnn': np.float64(48.33474013415973), 'sdsd': np.float64(27.892033268652305), 'rmssd': np.float64(39.145474181751425), 'pnn20': 0.45191313340227507, 'pnn50': 0.07238883143743537, 'hr_mad': np.float64(30.0), 'sd1': np.float64(27.68002638318286), 'sd2': np.float64(62.523092519324074), 's': np.float64(5436.96858191143), 'sd1/sd2': np.float64(0.4427168469734245), 'breathingrate': np.float64(0.21908504607632373)}"
0979,"{'bpm': np.float64(71.9107563631732), 'ibi': np.float64(834.3675276752767), 'sdnn': np.float64(47.78127419042218), 'sdsd': np.float64(33.39099391322933), 'rmssd': np.float64(59.00993645666122), 'pnn20': 0.7763157894736842, 'pnn50': 0.42724458204334365, 'hr_mad': np.float64(31.0), 'sd1': np.float64(41.722224358750566), 'sd2': np.float64(53.53335275167349), 's': np.float64(7016.8431805848095), 'sd1/sd2': np.float64(0.7793687900006655), 'breathingrate': np.float64(0.3272714407019531)}"
0980,"{'bpm': np.float64(85.03668544114451), 'ibi': np.float64(705.5778301886793), 'sdnn': np.float64(37.3134015204694), 'sdsd': np.float64(14.155887531864382), 'rmssd': np.float64(21.471419484882833), 'pnn20': 0.22563496751329, 'pnn50': 0.014766686355581808, 'hr_mad': np.float64(20.0), 'sd1': np.float64(15.182581149076213), 'sd2': np.float64(50.546518038428246), 's': np.float64(2410.94180618246), 'sd1/sd2': np.float64(0.30036848705451047), 'breathingrate': np.float64(0.10863570270586466)}"
0981,"{'bpm': np.float64(62.90415411179199), 'ibi': np.float64(953.832077502691), 'sdnn': np.float64(95.50363810545794), 'sdsd': np.float64(52.135704419257536), 'rmssd': np.float64(78.80197213628422), 'pnn20': 0.7367280606717227, 'pnn50': 0.4312026002166847, 'hr_mad': np.float64(50.0), 'sd1': np.float64(55.71526579129454), 'sd2': np.float64(122.60633640099651), 's': np.float64(21460.359595410675), 'sd1/sd2': np.float64(0.45442403245026497), 'breathingrate': np.float64(0.13542336730202797)}"
0982,"{'bpm': np.float64(86.99224789438972), 'ibi': np.float64(689.716629381059), 'sdnn': np.float64(60.55665418653481), 'sdsd': np.float64(22.697029818081592), 'rmssd': np.float64(30.852096393144045), 'pnn20': 0.27949599083619703, 'pnn50': 0.0672012218403971, 'hr_mad': np.float64(30.0), 'sd1': np.float64(21.800584579533492), 'sd2': np.float64(79.65042800657137), 's': np.float64(5455.142827548555), 'sd1/sd2': np.float64(0.27370329482391337), 'breathingrate': np.float64(0.1513660788617271)}"
0983,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0984,"{'bpm': np.float64(69.37731787250594), 'ibi': np.float64(864.8359700249791), 'sdnn': np.float64(77.40609893037768), 'sdsd': np.float64(37.69985287828406), 'rmssd': np.float64(59.88143216534795), 'pnn20': 0.7164605137963844, 'pnn50': 0.37107516650808753, 'hr_mad': np.float64(52.0), 'sd1': np.float64(42.342475023589614), 'sd2': np.float64(99.93211051734532), 's': np.float64(13293.249997243616), 'sd1/sd2': np.float64(0.42371240639654245), 'breathingrate': np.float64(0.14441823520916575)}"
0985,"{'bpm': np.float64(75.65543154013001), 'ibi': np.float64(793.069298245614), 'sdnn': np.float64(68.34681633416669), 'sdsd': np.float64(35.617383103533044), 'rmssd': np.float64(58.182960892579146), 'pnn20': 0.7269471799462847, 'pnn50': 0.38943598925693823, 'hr_mad': np.float64(40.0), 'sd1': np.float64(41.14156120949989), 'sd2': np.float64(87.24861416929753), 's': np.float64(11276.88568936752), 'sd1/sd2': np.float64(0.471544007904454), 'breathingrate': np.float64(0.25439945138205267)}"
0986,"{'bpm': np.float64(66.12916632033912), 'ibi': np.float64(907.315233785822), 'sdnn': np.float64(40.32711486420937), 'sdsd': np.float64(18.380483154366285), 'rmssd': np.float64(31.863094601483414), 'pnn20': 0.48489425981873113, 'pnn50': 0.06646525679758308, 'hr_mad': np.float64(30.0), 'sd1': np.float64(22.530303897121804), 'sd2': np.float64(52.255431131940085), 's': np.float64(3698.6936151833634), 'sd1/sd2': np.float64(0.43115717178248686), 'breathingrate': np.float64(0.23273210871914218)}"
0989,"{'bpm': np.float64(83.4413517870666), 'ibi': np.float64(719.0679287305122), 'sdnn': np.float64(55.40159976491315), 'sdsd': np.float64(23.762684135878963), 'rmssd': np.float64(38.815385793676285), 'pnn20': 0.5814220183486238, 'pnn50': 0.19036697247706422, 'hr_mad': np.float64(37.0), 'sd1': np.float64(27.445372730543294), 'sd2': np.float64(73.18406246556474), 's': np.float64(6310.089505492305), 'sd1/sd2': np.float64(0.37501843715572847), 'breathingrate': np.float64(0.13937929752834044)}"
